Date,HDFC,NTPC,SBIN,UPL,DRREDDY,GAIL,ULTRACEMCO,TCS,GRASIM,ICICIBANK,TATAMOTORS,RELIANCE,BRITANNIA,HEROMOTOCO,BAJFINANCE,ITC,LT,BAJAJFINSV,HINDUNILVR,BAJAJ-AUTO,COALINDIA,SHREECEM,MARUTI,IOC,TECHM,VEDL,NESTLEIND,BPCL,EICHERMOT,INFY,SUNPHARMA,TITAN,INFRATEL,HDFCBANK,JSWSTEEL,M&M,HINDALCO,ZEEL,INDUSINDBK,AXISBANK,POWERGRID,WIPRO,KOTAKBANK,TATASTEEL,BHARTIARTL,CIPLA,ASIANPAINT,HCLTECH,ADANIPORTS,ONGC
2014-01-16,857.6,133.15,1636.2,215.85,2644.5,351.2,1747.2,2350.3,2605.95,1058.9,369.75,886.15,910.9,2076.65,1584.05,325.5,1004.0,714.0,552.1,1907.75,302.65,4493.8,1789.85,212.25,1866.25,200.1,5130.35,330.35,4953.05,3725.05,592.75,218.2,172.8,673.05,1023.45,892.65,112.95,278.0,428.7,1176.15,98.25,571.55,731.45,381.1,315.55,412.65,495.6,1390.7,150.8,286.95
2014-01-17,840.05,131.6,1621.55,216.75,2651.85,351.6,1719.25,2213.05,2622.0,1034.55,369.7,884.75,896.75,2075.75,1573.75,324.85,1002.85,692.0,558.9,1933.45,272.0,4490.15,1775.2,225.1,1775.25,200.6,5238.05,340.1,4945.75,3729.75,594.0,217.05,171.9,665.0,1000.2,899.55,111.3,278.6,423.35,1152.95,97.25,552.7,727.1,377.65,310.9,417.6,491.55,1379.65,148.65,287.5
2014-01-20,834.8,131.85,1641.85,216.35,2653.4,349.45,1718.95,2338.2,2595.55,1044.0,374.9,869.75,887.85,2086.0,1569.5,330.2,998.95,684.25,555.1,1931.5,269.45,4419.05,1778.2,224.75,1828.7,205.5,5200.9,342.55,5059.15,3749.3,589.4,216.5,167.6,670.05,987.0,906.75,112.1,284.1,433.6,1163.2,98.5,573.05,728.15,374.55,308.55,419.85,490.0,1430.6,150.95,287.15
2014-01-21,838.15,130.75,1659.5,212.75,2651.55,344.0,1699.75,2280.3,2603.3,1078.05,384.8,863.05,879.7,2068.05,1596.85,329.05,1011.5,681.3,559.8,1942.4,263.0,4493.0,1801.9,225.1,1828.65,208.75,5177.25,337.3,5085.75,3758.35,580.35,217.8,166.95,676.1,990.75,903.6,113.0,281.6,433.8,1188.55,97.85,571.55,706.3,383.6,304.9,417.4,479.25,1440.15,147.65,287.0
2014-01-22,841.05,132.65,1646.85,214.2,2670.6,343.2,1694.7,2274.05,2585.65,1087.95,386.1,872.45,874.0,2059.9,1573.5,327.35,1004.8,703.1,566.45,1949.7,261.8,4441.3,1807.85,228.75,1842.15,210.45,5144.8,343.95,5041.45,3765.9,597.45,217.35,165.4,677.1,994.55,916.45,115.2,284.2,434.25,1188.85,98.1,577.95,710.3,393.25,309.75,422.7,472.6,1444.75,147.9,289.8
2014-01-23,856.15,131.1,1658.3,206.7,2669.2,350.95,1706.05,2252.45,2591.0,1079.45,383.6,865.8,872.65,2053.6,1574.35,328.95,1032.95,686.75,567.1,1939.05,259.1,4444.95,1793.8,227.95,1830.65,208.85,5083.55,347.3,5044.85,3792.5,609.35,225.35,168.05,679.5,994.25,890.1,114.3,282.25,429.7,1216.0,98.05,578.5,705.3,389.25,314.65,419.55,473.0,1411.7,148.3,285.1
2014-01-24,844.7,131.5,1621.2,204.45,2660.95,350.1,1699.75,2248.7,2594.05,1058.2,370.4,867.65,865.2,2036.65,1550.55,324.25,1006.35,686.55,565.8,1931.7,257.9,4389.9,1774.25,227.85,1793.55,202.7,5081.2,343.15,4921.8,3758.15,603.6,218.7,174.1,673.4,970.05,884.8,114.0,278.85,414.75,1204.6,98.1,572.85,684.75,376.0,313.15,414.4,478.1,1411.85,145.0,283.2
2014-01-27,833.0,129.45,1594.5,193.95,2633.1,344.8,1700.05,2229.6,2592.4,1009.8,348.25,843.15,851.05,2016.75,1491.75,324.2,980.15,677.2,575.25,1912.8,249.0,4310.5,1702.3,223.6,1760.25,195.05,5050.1,337.65,4840.15,3732.2,597.8,215.85,167.75,649.2,914.7,866.85,111.1,265.85,395.3,1161.1,96.55,570.55,658.1,353.55,306.9,415.0,476.4,1424.5,143.95,277.0
2014-01-28,831.15,128.5,1596.3,184.85,2651.85,345.1,1694.8,2212.35,2592.9,1018.65,356.25,844.85,865.6,2013.15,1535.75,326.65,983.5,679.0,569.7,1944.7,249.15,4313.25,1566.0,223.7,1738.75,199.9,4959.35,342.2,4808.15,3675.1,581.9,217.0,171.75,644.45,930.6,875.1,113.8,265.7,389.85,1121.75,96.6,567.6,659.8,366.65,306.0,409.25,476.8,1412.45,142.0,275.25
2014-01-29,825.15,127.8,1573.65,194.25,2655.25,346.0,1703.35,2209.8,2605.5,1001.4,351.75,836.6,868.4,2071.5,1512.2,325.0,993.15,681.25,569.6,1912.95,250.7,4402.5,1673.85,235.6,1749.55,193.6,5033.2,354.9,4725.2,3717.8,591.45,214.65,174.0,645.45,933.05,861.95,111.75,259.4,380.3,1140.25,95.7,571.5,664.0,358.0,301.9,414.5,482.9,1422.3,146.65,277.0
2014-01-30,829.15,128.2,1516.6,187.5,2619.8,350.3,1686.15,2217.6,2589.5,974.55,361.75,825.0,869.8,1998.1,1498.4,324.6,980.45,677.9,570.4,1920.85,246.15,4369.9,1635.9,236.9,1718.3,187.2,4945.8,352.5,4688.9,3704.25,593.6,222.8,171.25,631.8,896.2,867.9,108.1,256.0,378.45,1108.8,95.6,571.2,650.05,346.55,308.65,413.45,477.5,1434.2,141.65,272.2
2014-01-31,808.45,126.45,1523.85,189.1,2609.55,358.3,1710.7,2241.05,2565.1,987.7,349.55,831.15,882.55,1969.2,1531.15,325.1,985.9,680.15,570.1,1901.5,247.45,4436.7,1636.25,245.35,1786.95,188.4,5047.15,362.7,4646.1,3701.1,588.7,221.55,171.95,628.5,917.35,890.2,109.55,266.45,383.8,1122.95,95.5,575.05,657.05,356.05,315.0,410.6,471.7,1462.2,146.95,275.55
2014-02-03,788.85,126.0,1488.35,185.1,2653.15,365.2,1690.05,2194.45,2511.25,963.5,336.4,820.9,886.1,1962.0,1492.4,320.3,979.3,664.5,569.75,1830.8,245.75,4391.95,1618.5,245.1,1763.1,185.6,4938.65,356.45,4563.4,3629.15,594.3,219.95,164.45,626.5,852.6,884.85,103.45,269.1,382.3,1123.9,95.2,565.95,654.95,343.1,305.85,412.5,469.9,1452.9,143.95,267.8
2014-02-04,788.15,130.2,1515.4,189.05,2596.65,354.65,1674.1,2151.35,2490.65,968.65,345.85,821.55,874.7,1986.1,1481.3,324.9,983.0,687.5,570.25,1868.25,249.3,4322.35,1619.65,242.8,1770.85,184.6,4960.45,355.3,4555.3,3561.1,587.75,221.75,165.25,630.6,843.3,853.75,102.45,270.95,387.9,1121.8,95.35,555.65,665.3,342.95,316.25,415.15,476.0,1401.9,146.9,268.0
2014-02-05,784.8,132.4,1521.7,190.25,2595.7,360.5,1679.65,2194.4,2485.65,966.25,355.1,817.25,870.2,1988.2,1484.3,318.95,985.4,684.35,570.0,1894.7,255.2,4338.3,1606.7,238.1,1839.85,184.7,5013.15,354.6,4542.95,3581.25,583.6,220.9,165.85,637.45,846.8,878.35,104.25,267.65,394.5,1123.7,96.75,560.4,667.5,359.4,314.3,415.15,484.45,1393.65,145.7,270.25
2014-02-06,785.35,133.6,1504.85,186.8,2599.95,357.15,1696.75,2175.25,2519.25,958.05,357.65,815.85,887.2,1984.2,1483.15,324.55,975.25,681.85,586.55,1896.95,267.3,4369.55,1639.7,246.4,1845.5,183.35,4999.55,352.85,4504.05,3563.7,584.9,225.55,169.5,647.0,842.35,896.95,105.75,268.95,390.65,1102.95,96.2,568.55,660.5,361.25,315.1,410.05,484.05,1408.7,146.4,267.9
2014-02-07,783.45,135.95,1527.6,195.1,2631.9,356.2,1729.05,2144.4,2550.55,960.45,360.2,814.45,900.8,2005.5,1493.9,323.45,984.15,686.7,577.65,1935.35,269.6,4344.65,1664.95,246.05,1823.15,189.9,5016.25,352.15,4426.0,3566.55,601.65,225.7,167.05,647.75,868.8,895.55,106.4,271.8,388.65,1125.45,97.5,561.65,658.85,384.45,315.55,417.05,490.5,1400.05,147.5,269.3
2014-02-10,765.4,135.2,1514.1,196.9,2672.15,350.3,1724.85,2093.55,2567.95,960.55,364.05,821.95,910.2,1999.75,1485.75,325.0,995.9,680.7,564.0,1935.35,270.0,4305.65,1688.85,249.55,1832.15,187.95,5034.55,354.8,4430.9,3573.8,611.65,230.95,165.75,643.9,849.95,894.2,106.8,270.05,384.8,1118.95,97.0,563.2,647.25,382.5,307.0,414.55,487.0,1416.15,148.05,272.25
2014-02-11,774.8,132.15,1519.7,188.75,2660.45,348.0,1699.35,2101.7,2580.55,968.85,374.5,805.25,901.3,1961.8,1465.6,325.1,993.65,681.55,562.45,1936.5,270.0,4261.25,1678.15,258.4,1861.7,188.8,5057.9,359.65,4417.8,3596.25,608.3,232.3,167.0,644.8,859.6,897.05,104.55,265.2,386.45,1120.95,95.6,563.15,647.25,389.75,304.6,412.5,484.35,1473.1,148.25,275.95
2014-02-12,785.5,130.75,1532.5,188.65,2615.4,356.85,1705.7,2105.45,2574.7,999.2,376.65,817.9,905.75,1974.85,1481.9,320.55,1010.5,701.1,569.45,1927.5,269.9,4306.55,1647.7,257.05,1875.65,187.5,5055.4,364.75,4437.55,3600.1,611.05,230.3,167.95,645.45,843.4,895.5,103.5,264.6,385.45,1119.6,95.7,562.45,649.55,374.35,307.95,412.75,477.35,1490.8,146.05,283.1
2014-02-13,766.05,130.1,1500.55,182.8,2562.6,351.15,1688.45,2133.75,2468.1,983.6,375.95,807.4,899.4,1967.5,1482.2,316.9,986.95,682.7,557.25,1902.85,260.4,4299.85,1641.25,244.5,1813.8,188.85,5098.85,355.0,4818.65,3585.8,615.3,229.35,168.35,632.5,815.1,906.65,100.2,264.3,373.95,1101.5,95.0,555.2,636.8,367.45,302.9,380.3,468.8,1489.2,144.15,273.5
2014-02-14,770.7,132.25,1475.1,185.1,2580.05,360.75,1666.35,2167.9,2454.85,988.45,388.8,822.05,902.6,1937.3,1475.4,319.8,992.75,682.3,560.25,1839.6,260.8,4262.4,1643.4,240.1,1831.85,189.6,5082.85,355.8,4849.5,3644.3,609.05,231.55,172.75,641.8,834.25,904.4,99.9,261.4,376.9,1103.05,95.25,563.8,646.45,370.8,305.4,373.35,472.8,1497.35,147.05,276.4
2014-02-17,779.3,133.85,1473.6,182.75,2643.5,363.2,1667.5,2165.4,2469.2,1009.15,386.6,812.3,900.55,1972.75,1503.85,320.1,998.3,691.25,560.25,1845.35,256.25,4281.75,1665.7,240.85,1823.75,188.7,5004.3,357.5,4904.35,3658.15,605.1,228.95,170.0,650.4,846.45,928.1,98.5,262.5,381.75,1115.25,95.55,561.0,650.75,374.05,304.65,374.35,473.25,1502.4,151.2,277.75
2014-02-18,803.9,133.85,1500.95,186.3,2652.0,357.8,1690.9,2166.0,2483.4,1037.8,391.4,813.15,913.05,1979.4,1557.45,316.9,1017.4,703.35,562.25,1844.65,255.1,4282.65,1708.45,238.3,1822.05,189.25,5024.75,355.0,4920.0,3682.0,609.75,228.65,170.6,660.4,871.1,935.15,99.3,266.85,389.2,1165.4,95.75,557.05,680.3,379.65,302.25,371.9,473.1,1486.65,159.65,276.8
2014-02-19,805.8,132.35,1508.05,185.55,2668.35,360.2,1706.45,2197.95,2482.7,1030.9,391.5,812.25,915.35,1944.25,1540.2,316.65,1031.3,706.45,558.7,1820.9,254.8,4377.8,1698.1,241.0,1842.85,186.15,5058.1,351.4,4899.9,3753.4,623.3,232.6,171.25,670.05,868.85,943.2,98.85,263.1,392.9,1166.15,94.9,565.55,685.9,373.85,302.55,373.2,468.5,1494.35,164.1,279.4
2014-02-20,791.65,131.1,1480.6,182.85,2715.9,354.75,1702.05,2189.35,2431.0,1007.85,391.85,805.45,904.95,1925.95,1512.3,311.85,1034.65,702.4,554.05,1842.4,251.05,4373.45,1683.3,237.8,1832.25,185.25,5043.4,346.8,4901.8,3711.25,619.65,234.15,170.15,662.75,867.9,929.95,97.35,264.4,384.5,1157.85,95.1,565.2,669.75,366.75,296.9,371.2,461.6,1472.9,164.8,276.2
2014-02-21,800.6,132.45,1502.1,180.0,2733.35,357.95,1799.95,2205.7,2500.25,1025.3,396.2,811.5,895.6,1919.15,1529.65,317.6,1055.15,701.4,555.35,1862.7,251.25,4548.35,1675.6,243.05,1848.2,186.0,5057.25,361.25,4884.0,3750.7,615.15,234.05,172.4,664.4,886.0,930.0,97.65,269.85,392.05,1193.35,95.3,571.55,672.05,374.4,288.15,369.2,464.0,1538.2,167.25,276.95
2014-02-24,810.25,116.9,1510.5,178.5,2795.85,363.85,1838.15,2177.9,2504.75,1036.2,396.55,812.35,890.75,1949.5,1526.3,320.05,1084.65,711.1,554.9,1861.8,252.0,4786.75,1684.4,244.05,1831.45,183.9,5043.2,364.0,4820.2,3749.9,620.6,235.7,171.5,671.0,882.8,944.1,97.45,262.1,399.1,1238.2,95.05,577.65,677.6,369.2,282.8,367.5,470.8,1530.2,164.5,282.2
2014-02-25,811.4,115.85,1506.0,185.15,2769.15,356.7,1865.75,2188.9,2527.55,1031.1,398.5,810.55,895.15,1950.05,1553.35,321.95,1087.9,717.7,554.45,1902.25,246.15,4719.5,1678.0,247.45,1839.6,179.45,5000.65,371.85,4916.15,3782.9,619.05,243.2,171.85,671.1,857.6,943.9,98.8,264.4,402.65,1236.75,95.3,596.25,675.75,360.55,287.1,374.75,472.05,1548.95,159.0,281.75
2014-02-26,819.1,115.45,1520.4,183.25,2833.2,368.7,1844.1,2182.15,2566.65,1036.45,401.2,810.7,886.6,1975.2,1547.9,328.75,1096.65,721.1,554.75,1920.9,244.0,4695.85,1664.05,248.0,1820.95,175.0,4998.8,377.45,5012.6,3807.5,628.1,245.6,171.95,677.4,858.15,964.7,98.4,267.05,395.8,1239.25,95.2,603.05,685.4,349.3,288.2,375.3,477.15,1572.65,160.75,283.45
2014-02-28,819.3,112.4,1533.25,182.8,2895.5,370.75,1839.2,2275.75,2540.8,1043.85,416.95,799.95,888.4,1967.15,1571.5,327.65,1109.65,722.1,549.25,1946.35,244.0,4688.5,1589.0,248.35,1867.25,177.65,4864.5,378.0,5140.3,3824.85,644.7,242.5,179.8,669.6,875.95,974.5,105.35,268.7,397.5,1267.05,94.5,597.25,684.5,343.8,287.6,384.3,473.0,1575.55,167.25,291.35
2014-03-03,812.55,111.2,1518.35,181.3,2815.55,369.25,1826.75,2240.05,2523.4,1029.8,410.7,803.4,866.3,1956.35,1588.95,329.2,1097.55,715.3,543.2,1917.05,244.35,4720.9,1582.2,250.65,1906.45,174.45,4656.9,376.65,5187.05,3798.25,625.1,249.25,187.6,666.2,868.8,952.25,105.6,267.3,392.25,1255.5,94.7,585.9,669.95,345.3,286.65,376.6,472.95,1504.65,171.65,290.6
2014-03-04,821.85,113.85,1550.35,182.55,2801.1,380.55,1877.55,2240.65,2571.05,1069.1,412.9,812.95,864.7,1976.9,1585.1,331.65,1116.7,728.55,554.9,1921.95,247.15,4772.25,1597.4,253.05,1900.0,182.5,4710.5,380.15,5426.1,3799.55,619.4,254.8,190.3,671.7,890.8,955.8,113.6,270.1,411.2,1293.55,96.15,588.2,676.7,351.75,287.35,378.65,475.6,1481.4,175.45,295.85
2014-03-05,827.15,114.05,1576.6,187.2,2786.9,375.0,1897.95,2251.9,2645.75,1099.4,409.6,807.0,891.05,1974.3,1557.6,333.3,1123.35,717.45,551.2,1920.65,251.55,4820.6,1625.4,255.2,1903.85,182.45,4777.05,387.45,5599.15,3821.7,623.7,245.65,201.5,669.75,896.7,948.55,115.75,272.4,415.95,1307.65,96.35,590.5,680.8,355.95,282.75,385.5,474.6,1462.45,176.9,300.5
2014-03-06,837.85,116.7,1577.4,188.3,2827.0,383.75,1960.05,2240.75,2745.8,1133.95,408.45,822.45,884.35,2011.9,1616.4,334.55,1142.5,724.85,549.05,1957.9,257.1,4999.05,1650.45,264.45,1923.2,186.3,4863.4,401.1,5510.35,3831.9,621.0,246.8,206.6,675.6,908.3,955.35,120.8,273.75,420.85,1329.5,97.6,584.85,687.35,364.2,285.85,379.75,474.55,1491.85,179.15,308.85
2014-03-07,848.25,116.35,1649.65,189.2,2725.3,387.75,1973.75,2228.5,2762.45,1201.9,409.1,869.4,874.9,2008.95,1636.7,338.15,1198.65,720.5,550.4,1954.7,264.8,5118.95,1735.05,267.25,1836.0,186.3,4910.9,417.95,5434.1,3740.3,612.3,255.0,205.45,711.45,940.85,983.55,124.55,277.85,444.1,1406.8,99.0,565.35,711.55,371.1,301.9,381.2,481.0,1487.9,186.9,316.1
2014-03-10,850.2,117.0,1692.15,189.25,2686.65,381.1,1989.75,2142.65,2750.3,1193.6,396.0,885.45,875.25,2015.95,1672.1,335.6,1236.9,725.65,557.2,2005.0,258.8,5168.45,1801.1,268.75,1799.6,183.95,4800.5,418.8,5560.0,3671.6,597.0,250.55,211.9,734.45,972.3,1015.85,121.95,281.9,468.65,1426.55,98.9,557.25,752.4,364.15,305.15,375.4,484.85,1441.05,187.85,319.9
2014-03-11,853.1,117.4,1674.8,189.75,2678.7,370.5,2003.3,2151.65,2815.25,1198.15,397.95,874.75,873.55,2019.45,1694.7,334.0,1230.05,710.9,560.35,1986.55,255.75,5231.8,1754.15,269.9,1781.75,177.8,4798.8,414.65,5504.4,3675.35,580.25,248.75,210.9,725.15,936.7,994.5,117.4,280.15,473.6,1417.5,98.85,559.85,744.2,343.75,303.05,376.95,480.7,1454.55,184.6,323.1
2014-03-12,854.65,117.15,1645.1,190.9,2687.5,370.75,1964.45,2179.45,2773.9,1211.65,388.85,871.35,866.1,2061.6,1690.75,341.0,1218.25,711.05,560.25,1959.0,260.5,5247.2,1764.05,264.8,1802.75,175.75,4794.4,412.9,5494.0,3671.3,604.3,252.25,203.0,725.55,945.8,991.25,114.75,287.75,469.7,1397.9,98.5,566.75,744.85,339.6,300.15,378.7,494.3,1460.25,183.65,316.95
2014-03-13,865.4,116.25,1652.1,190.95,2727.15,369.1,1958.4,2149.55,2738.15,1220.0,388.0,879.55,862.9,2100.45,1647.05,343.4,1225.2,714.0,561.85,1966.7,265.1,5093.15,1747.35,276.0,1780.55,172.8,4786.0,443.8,5547.45,3357.6,572.95,251.65,199.85,742.35,928.5,1016.05,115.65,279.2,469.2,1381.15,98.8,563.6,764.35,336.85,300.9,380.4,493.75,1459.2,179.2,324.15
2014-03-14,856.65,117.05,1654.15,187.45,2780.5,372.3,1969.95,2139.55,2733.4,1215.0,393.25,886.15,858.4,2124.35,1655.8,347.2,1254.95,698.8,553.65,1974.3,264.25,5103.25,1738.45,269.0,1785.25,171.5,4758.65,444.75,5571.35,3394.15,582.05,253.15,196.15,732.15,939.4,1027.0,115.2,276.9,468.15,1354.9,98.35,547.6,755.95,341.7,295.0,386.5,495.5,1416.85,183.2,322.75
2014-03-18,852.2,117.9,1701.3,189.95,2787.6,369.55,1968.2,2122.0,2716.9,1204.5,381.25,896.45,855.95,2132.05,1670.2,355.9,1240.55,709.6,556.05,1994.9,270.7,5194.0,1868.2,268.3,1794.35,172.5,4791.2,449.3,5564.4,3350.55,579.35,255.35,199.9,734.0,948.15,1009.6,114.85,282.35,482.85,1349.1,101.45,540.45,765.3,340.7,295.1,385.85,501.6,1413.05,188.75,324.95
2014-03-19,867.7,115.95,1708.85,186.2,2801.15,360.0,1978.85,2039.4,2740.25,1209.95,384.35,903.0,854.3,2113.85,1669.2,359.7,1246.0,707.8,561.6,2008.7,263.15,5199.8,1869.75,261.25,1777.5,175.85,4820.5,448.2,5740.5,3271.75,585.3,254.85,199.3,738.45,971.7,980.45,120.05,280.15,479.3,1385.55,102.3,545.1,762.4,356.6,299.7,382.8,513.05,1403.6,185.2,313.8
2014-03-20,847.85,115.75,1677.95,186.85,2778.85,350.75,1944.55,2108.2,2729.5,1200.75,379.7,906.0,855.8,2104.6,1651.95,355.8,1219.05,709.65,572.55,1972.9,260.45,5200.4,1856.55,253.1,1822.15,172.8,4825.35,431.2,5726.45,3303.05,590.2,253.4,196.2,730.2,948.65,978.3,119.65,278.35,468.95,1357.35,99.3,552.35,747.25,349.95,295.5,387.25,515.6,1407.35,181.6,315.8
2014-03-21,843.25,113.85,1702.15,185.6,2778.6,353.05,1955.3,2127.0,2744.3,1199.55,389.15,885.8,858.3,2068.15,1673.3,357.7,1216.6,715.05,571.7,1977.85,263.05,5084.1,1868.55,242.1,1808.95,175.9,4731.4,428.1,5763.35,3305.65,580.4,255.0,199.65,733.85,981.45,970.45,123.5,287.95,471.45,1394.25,100.85,568.2,744.1,362.85,292.45,387.95,510.1,1426.3,181.7,306.4
2014-03-22,841.9,114.5,1703.5,186.35,2780.4,352.4,1952.35,2128.25,2746.95,1198.1,389.0,888.15,862.85,2070.85,1684.5,356.6,1219.45,720.6,573.9,1981.1,263.55,5135.55,1872.5,246.0,1819.65,175.35,4777.35,430.15,5718.05,3296.05,584.45,254.95,196.5,732.4,985.25,973.9,121.2,285.9,471.5,1389.2,101.25,569.65,741.25,362.3,293.9,394.8,506.85,1438.3,181.6,307.9
2014-03-24,860.25,113.95,1725.6,184.95,2750.05,369.75,1973.1,2152.6,2787.5,1242.2,391.5,905.4,845.85,2120.0,1656.95,360.65,1230.35,715.2,582.35,2021.45,269.95,5298.95,1886.3,255.15,1844.3,178.35,4721.3,434.0,5795.35,3275.8,579.3,252.9,197.9,750.65,979.25,987.8,121.6,290.25,490.3,1410.7,103.2,562.8,765.55,363.1,293.95,391.05,523.9,1414.35,178.5,321.1
2014-03-25,871.7,115.1,1743.4,181.1,2723.45,367.55,1980.2,2146.65,2807.95,1252.55,390.85,879.3,841.15,2190.2,1660.4,362.8,1248.45,715.25,592.75,2014.05,274.5,5276.45,1901.7,261.75,1828.8,175.05,4720.1,445.55,5951.5,3254.4,579.3,255.4,199.7,750.15,980.45,973.4,120.75,287.8,486.1,1400.9,105.6,548.5,772.65,367.1,294.85,391.25,525.3,1397.7,179.9,319.9
2014-03-26,866.4,114.9,1767.5,184.6,2633.6,373.45,1989.45,2093.5,2810.65,1256.5,401.65,891.2,832.8,2180.7,1659.95,359.05,1275.8,727.55,591.55,2039.6,280.75,5351.25,1937.1,263.15,1815.35,182.45,4771.15,445.15,5776.75,3248.9,566.6,248.75,207.05,746.05,997.5,958.95,125.4,278.8,490.3,1430.1,104.0,545.55,771.55,374.8,298.55,387.1,529.1,1397.1,178.8,325.3
2014-03-27,875.1,116.8,1837.0,184.5,2588.6,379.1,2058.75,2094.25,2776.1,1259.0,396.7,900.75,816.7,2250.3,1697.9,359.9,1283.6,742.55,599.8,2072.35,280.0,5503.45,1935.55,270.0,1833.45,180.45,4859.75,454.55,5919.15,3231.05,560.55,253.8,209.5,746.75,1000.15,964.85,125.4,271.1,491.65,1429.95,105.5,553.4,771.9,375.4,310.7,386.4,539.05,1389.15,179.75,331.0
2014-03-28,875.8,120.95,1901.95,183.15,2625.8,381.2,2147.1,2102.1,2859.75,1259.2,397.3,916.15,829.0,2253.25,1797.7,358.45,1288.15,766.3,599.8,2058.0,286.35,5634.75,1931.4,275.05,1836.75,182.95,4964.65,458.25,5832.05,3262.6,563.2,253.15,204.0,744.95,984.85,968.25,130.9,271.3,501.45,1461.95,107.45,552.05,778.0,381.5,317.4,386.95,539.85,1405.8,186.15,329.4
2014-03-31,883.9,119.9,1917.7,184.45,2563.9,376.05,2186.95,2133.15,2888.05,1245.05,398.65,930.75,843.4,2274.8,1791.0,352.85,1271.9,788.05,605.55,2083.6,288.75,5670.95,1971.75,281.65,1795.35,188.55,5028.75,460.05,5961.5,3282.8,574.75,262.7,203.4,748.8,1036.05,980.7,141.75,271.35,501.85,1460.5,105.0,543.2,781.05,393.95,317.75,382.8,547.95,1390.7,187.45,318.7
2014-04-01,888.8,121.95,1893.65,192.75,2601.0,374.95,2158.05,2176.7,2849.45,1223.95,403.15,942.6,841.2,2250.0,1777.45,351.95,1279.05,781.5,601.75,2065.2,290.5,5694.45,1930.85,273.95,1819.55,192.4,4847.85,446.9,6049.45,3313.95,572.1,265.15,203.75,738.1,1022.9,1000.15,138.2,273.4,499.25,1468.5,108.0,561.05,763.7,401.15,315.35,381.5,536.65,1418.45,186.3,323.8
2014-04-02,899.0,122.9,1934.9,192.75,2626.8,377.6,2128.6,2172.25,2825.0,1243.05,414.1,958.2,839.45,2249.95,1751.5,344.35,1300.45,788.4,594.6,2053.6,286.9,5747.2,1933.2,276.9,1831.8,189.3,4865.55,448.95,6135.85,3322.05,575.25,265.35,203.05,731.9,1031.45,1002.0,136.0,279.0,508.2,1467.15,108.4,565.9,769.55,403.45,325.85,389.25,522.8,1425.7,186.0,330.0
2014-04-03,904.15,123.0,1896.2,200.8,2663.6,367.8,2147.5,2166.5,2814.65,1233.75,411.35,952.65,842.1,2250.6,1745.75,345.9,1290.1,780.7,606.3,2053.35,280.5,5796.1,1939.7,273.45,1811.35,190.65,4885.7,439.6,6154.75,3338.15,578.55,268.0,199.1,728.8,1057.15,1007.2,137.15,280.75,495.65,1434.85,108.7,560.95,759.8,397.65,320.7,396.4,538.6,1424.3,181.3,326.25
2014-04-04,895.1,120.3,1902.8,202.6,2650.05,362.2,2150.2,2138.85,2814.75,1230.45,405.5,944.25,860.95,2250.9,1758.4,344.75,1277.1,782.65,605.3,2028.9,281.7,5661.0,1927.2,281.6,1813.1,190.1,4835.85,443.6,6049.75,3316.05,571.8,269.8,199.8,725.45,1064.25,999.0,137.65,276.05,500.85,1428.15,106.6,553.4,755.1,402.0,316.2,404.1,530.7,1397.9,179.85,325.65
2014-04-07,895.85,119.4,1922.4,202.3,2606.15,364.7,2225.55,2153.8,2847.05,1209.15,404.0,944.15,832.65,2239.35,1767.9,345.45,1284.35,770.5,604.8,2022.6,284.0,5615.35,1904.95,274.25,1793.0,194.4,4917.25,438.1,6043.25,3293.4,588.1,262.75,200.25,725.35,1058.5,1014.1,137.35,274.55,497.85,1422.05,106.9,556.9,769.45,406.65,317.45,396.6,539.55,1406.45,177.0,325.6
2014-04-09,922.7,120.55,1985.0,204.1,2624.4,373.45,2223.65,2140.4,2855.7,1259.8,420.9,962.15,854.75,2244.3,1756.25,347.95,1298.05,785.35,609.1,2031.3,288.15,5598.45,1932.5,280.9,1737.75,197.65,4929.65,440.05,6215.2,3254.55,630.0,264.25,195.95,741.85,1065.0,1023.15,142.9,274.7,516.85,1483.95,106.75,554.45,784.55,418.75,320.1,401.0,547.7,1380.25,183.45,322.45
2014-04-10,927.25,123.7,2028.05,212.4,2550.45,377.3,2245.8,2126.15,2839.8,1247.35,430.8,969.05,875.55,2207.45,1786.1,343.85,1314.25,783.4,617.9,2022.15,292.15,5613.0,1959.95,277.2,1708.2,198.3,4881.3,451.85,6328.25,3201.2,615.4,262.95,195.95,739.4,1073.4,1021.15,142.5,279.3,512.2,1503.7,107.8,561.2,803.25,417.8,319.75,397.4,541.5,1357.4,193.0,321.95
2014-04-11,918.65,124.6,1994.15,216.8,2576.9,371.5,2259.25,2164.1,2806.25,1236.05,423.6,953.75,888.35,2174.05,1762.4,343.5,1298.5,780.0,609.4,2007.55,293.05,5849.35,1935.7,272.1,1739.55,196.05,4829.65,444.35,6105.5,3235.15,628.15,262.75,195.4,738.15,1059.8,1005.5,140.7,275.35,490.15,1495.75,107.65,568.1,805.65,419.85,322.25,402.05,543.7,1400.65,193.65,320.0
